COG1018	C	Flavodoxin/ferredoxin--NADP reductase	Fpr			3OZU
COG1019	H	Phosphopantetheine adenylyltransferase	CAB4	Pantothenate/CoA biosynthesis		3DO8
COG1020	Q	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase	EntF			5ES5
COG1021	Q	EntE, 2,3-dihydroxybenzoate-AMP synthase component of non-ribosomal peptide synthetase	EntE			3RG2
COG1022	I	Long-chain acyl-CoA synthetase (AMP-forming)	FAA1			
COG1023	G	6-phosphogluconate dehydrogenase (decarboxylating)	YqeC			4E21
COG1024	I	Enoyl-CoA hydratase/carnithine racemase	CaiD	Fatty acid biosynthesis		1DCI
COG1025	O	Secreted/periplasmic Zn-dependent peptidases, insulinase-like	Ptr			1Q2L
COG1026	O	Zn-dependent peptidase, M16 (insulinase) family	Cym1			2FGE
COG1027	E	Aspartate ammonia-lyase	AspA			6WNG
COG1028	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
COG1029	C	Formylmethanofuran dehydrogenase subunit B	FwdB			5T5I
COG1030	O	Membrane-bound serine protease NfeD, ClpP class	NfeD			2DEO
COG1031	R	Radical SAM superfamily enzyme with C-terminal helix-hairpin-helix motif	TM1601			
COG1032	R	Radical SAM superfamily enzyme YgiQ, UPF0313 family	YgiQ			6FD2
COG1033	R	Predicted exporter protein, RND superfamily	MMPL			5KHN
COG1034	C	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	NuoG	NADH dehydrogenase		1C4A
COG1035	C	Coenzyme F420-reducing hydrogenase, beta subunit	FrhB			3ZFS
COG1036	C	Archaeal flavoprotein	AfpA			3WIS
COG1038	C	Pyruvate carboxylase	PycA	Urea cycle		5VYW
COG1039	L	Ribonuclease HIII	RnhC			2D0A
COG1040	R	DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain	ComFC		28618091	
COG1041	J	tRNA G10 N-methylase Trm11	Trm11	tRNA modification		5E71
COG1042	C	Acyl-CoA synthetase (NDP forming)	PatZN		26251518	4YAK
COG1043	M	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	LpxA	Lipid A biosynthesis		1J2Z
COG1044	M	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	LpxD	Lipid A biosynthesis		6P83
COG1045	E	Serine acetyltransferase	CysE	Cysteine biosynthesis		1T3D
COG1047	O	Peptidyl-prolyl cis-trans isomerase, FKBP type	SlpA			2M2A
COG1048	C	Aconitase A	AcnA	Lysine biosynthesisTCA cycle		1ACO
COG1049	C	Aconitase B	AcnB	TCA cycle		1L5J
COG1051	F	ADP-ribose pyrophosphatase YjhB, NUDIX family	YjhB			3GZ5
COG1052	CHR	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	LdhA	Pyridoxal phosphate biosynthesis		1DXY
COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	SdhA	TCA cycle		1KF6
COG1054	J	tRNA U34 5'-hydroxylase TrhO, rhodanese family	TrhO		31253794	4F67
COG1055	P	Na+/H+ antiporter NhaD or related arsenite permease	ArsB			
COG1056	H	Nicotinamide mononucleotide adenylyltransferase	NadR	NAD biosynthesis		1LW7
COG1057	H	Nicotinate-nucleotide adenylyltransferase NadD	NadD	NAD biosynthesis		1YUM
COG1058	L	ADP-ribose pyrophosphatase domain of DNA damage- and competence-inducible protein CinA	CinA		25313401	4CT9
COG1059	LV	Thermostable 8-oxoguanine DNA glycosylase	ENDO3c			3FHF
COG1060	H	2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE	ThiH	Thiamine biosynthesis	18801996	4WCX
COG1061	KL	Superfamily II DNA or RNA helicase	SSL2			6JDE
COG1062	C	Zn-dependent alcohol/formaldehyde dehydrogenase	FrmA			1A71
COG1063	ER	Threonine dehydrogenase or related Zn-dependent dehydrogenase	Tdh	Non-phosphorylated Entner-Doudoroff pathway		4A2C
COG1064	G	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	AdhP			5O8Q
COG1066	L	DNA repair protein RadA/Sms, contains AAA+ ATPase domain	Sms		30877841	5LKM
COG1067	O	Predicted ATP-dependent protease	LonB			3K1J
COG1069	G	Ribulose kinase	AraB			3QDK
COG1070	G	Sugar (pentulose or hexulose) kinase	XylB	Non-phosphorylated Entner-Doudoroff pathway		4C23
COG1071	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	AcoA	Pyruvate oxidation		1DTW
COG1072	H	Panthothenate kinase	CoaA	Pantothenate/CoA biosynthesis		2GA8
COG1073	T	Fermentation-respiration switch esterase FrsA, DUF1100 family	FrsA			
COG1074	L	3’-5’ helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	RecB		29901759;30601118	3U44
COG1075	I	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold	EstA			1I6W
COG1076	O	DnaJ domain-containing protein	DjlA		15489435;11106641	
COG1077	DZ	Cell shape-determining ATPase MreB, actin-like superfamily	MreB			1JCE
COG1078	R	HD superfamily phosphohydrolase	YdhJ			2HEK
COG1079	F	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ	NupQ		21926227	
COG1080	G	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	PtsA			1EZA
COG1082	G	Sugar phosphate isomerase/epimerase	YcjR		30742415	3KTC
COG1083	M	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family	NeuA			1EYR
COG1084	R	GTP-binding protein, GTP1/Obg family	Nog1			2E87
COG1085	G	Galactose-1-phosphate uridylyltransferase	GalT			1GUP
COG1086	MO	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	FlaA1			2GN4
COG1087	M	UDP-glucose 4-epimerase	GalE			1A9Y
COG1088	M	dTDP-D-glucose 4,6-dehydratase	RfbB			1G1A
COG1089	M	GDP-D-mannose dehydratase	Gmd			1DB3
COG1090	R	NAD dependent epimerase/dehydratase family enzyme	YfcH			4B4O
COG1091	M	dTDP-4-dehydrorhamnose reductase	RfbD			1KBZ
COG1092	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	RlmK	23S rRNA modification		2B78
COG1093	J	Translation initiation factor 2, alpha subunit (eIF-2alpha)	SUI2	Translation factors		1KL9
COG1094	J	rRNA processing protein Krr1/Pno1, contains KH domain	Krr1			4QMF
COG1095	K	DNA-directed RNA polymerase, subunit E'/Rpb7	RPB7	RNA polymerase		1NT9
COG1096	U	Exosome complex RNA-binding protein Csl4, contains S1 and Zn-ribbon domains	Csl4			2BA1
COG1097	U	Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains	Rrp4		12496312	2Z0S
COG1098	R	Predicted RNA-binding protein, contains ribosomal protein S1 (RPS1) domain	YabR			2K4K
COG1099	R	Predicted metal-dependent hydrolase, TIM-barrel fold				3GUW
COG1100	R	GTPase SAR1 family domain	Gem1			4C0J
COG1101	R	ABC-type uncharacterized transport system, ATPase component	PhnK			
COG1102	F	Cytidylate kinase	CmkB			
COG1103	J	Archaeal Cys-tRNA synthase (O-phospho-L-seryl-tRNA:Cys-tRNA synthase)				2E7I
COG1104	E	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	NifS		22773787;25825430	4IXO
COG1105	G	1-phosphofructokinase or 6-phosphofructokinase II	FruK			2ABQ
COG1106	R	ATPase/GTPase, AAA15 family				
COG1107	L	Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain				5YH1
COG1108	P	ABC-type Mn2+/Zn2+ transport system, permease component	ZnuB			
COG1109	G	Phosphomannomutase	ManB			6MNV
COG1110	L	Reverse gyrase	TopG2			1GKU
COG1111	L	ERCC4-related helicase	MPH1			1WP9
COG1112	L	Superfamily I DNA and/or RNA helicase	DNA2			2GJK
COG1113	E	L-asparagine transporter or related permease	AnsP			
COG1114	E	Branched-chain amino acid permease	BrnQ			
COG1115	E	Na+/alanine symporter	AlsT			6CSE
COG1116	P	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	TauB			
COG1117	P	ABC-type phosphate transport system, ATPase component	PstB			
COG1118	P	ABC-type sulfate/molybdate transport systems, ATPase component	CysA			
COG1119	P	ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA	ModF			2IHY
COG1120	PH	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	FepC			2NQ2
COG1121	P	ABC-type Mn2+/Zn2+ transport system, ATPase component	ZnuC			
COG1122	PR	Energy-coupling factor transporter ATP-binding protein EcfA2	EcfA2			4HUQ
COG1123	O	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	GsiA			
COG1124	EP	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	DppF			
COG1125	E	ABC-type proline/glycine betaine transport system, ATPase component	OpuBA			
COG1126	E	ABC-type polar amino acid transport system, ATPase component	GlnQ			4YMS
COG1127	M	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	MlaF			6IC4
COG1129	G	ABC-type sugar transport system, ATPase component	MglA			
COG1131	V	ABC-type multidrug transport system, ATPase component	CcmA			5DO7
COG1132	V	ABC-type multidrug transport system, ATPase and permease component	MdlB			2HYD
COG1133	V	Peptide antibiotic transporter SbmA/BacA, ABC-type permease family	SbmA		24078611	
COG1134	G	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	TagH			6JBH
COG1135	E	ABC-type methionine transport system, ATPase component	AbcC			6CVL
COG1136	M	ABC-type lipoprotein export system, ATPase component	LolD			5GKO
COG1137	M	ABC-type lipopolysaccharide export system, ATPase component	LptB		12029038	5L75
COG1138	CO	Cytochrome c biogenesis protein CcmF	CcmF			
COG1139	C	L-lactate utilization protein LutB, contains a ferredoxin-type domain	LutB			
COG1140	CP	Nitrate reductase beta subunit	NarY			1Y4Z
COG1141	C	Ferredoxin	Fer			1IQZ
COG1142	C	Fe-S-cluster-containing hydrogenase component 2	HycB			
COG1143	C	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	NuoI	NADH dehydrogenase		1B0P
COG1144	C	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit	PorD	Pyruvate oxidation		5C4I
COG1145	C	Ferredoxin	NapF			6FAH
COG1146	F	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	PreA			
COG1148	C	Heterodisulfide reductase, subunit A (polyferredoxin)	HdrA			5ODC
COG1149	R	MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain				
COG1150	C	Heterodisulfide reductase, subunit C	HdrC			5ODC
COG1151	C	Hydroxylamine reductase (hybrid-cluster protein)	Hcp			1E1D
COG1152	C	CO dehydrogenase/acetyl-CoA synthase alpha subunit	CdhA			3CF4
COG1153	C	Formylmethanofuran dehydrogenase subunit D	FwdD			2KI8
COG1154	HI	Deoxyxylulose-5-phosphate synthase	Dxs	Pyridoxal phosphate biosynthesis		2O1S
COG1155	C	Archaeal/vacuolar-type H+-ATPase catalytic subunit A/Vma1	NtpA	A/V-type ATP synthase		3J9T
COG1156	C	Archaeal/vacuolar-type H+-ATPase subunit B/Vma2	NtpB	A/V-type ATP synthase		3GQB
COG1157	NU	Flagellar biosynthesis/type III secretory pathway ATPase FliI	FliI			5B0O
COG1158	K	Transcription termination factor Rho	Rho			1PVO
COG1159	J	GTPase Era, involved in 16S rRNA processing	Era			1EGA
COG1160	J	Double Era-like domain GTPase Der	Der			1MKY
COG1161	J	Ribosome biogenesis GTPase RbgA	RbgA			6G14
COG1162	J	Ribosome biogenesis GTPase RsgA	RsgA			1T9H
COG1163	J	Ribosome-interacting GTPase RBG1	Rbg1			4A9A
COG1164	E	Oligoendopeptidase F	PepF			3CE2
COG1165	H	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	MenD	Menaquinone biosynthesis		5Z2P
COG1166	E	Arginine decarboxylase (spermidine biosynthesis)	SpeA			3N2O
COG1167	KE	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	ARO8	Lysine biosynthesis		2R2N
COG1168	ER	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	MalY			4DGT
COG1169	HQ	Isochorismate synthase EntC	MenF	Menaquinone biosynthesis		5JXZ
COG1171	E	Threonine deaminase	IlvA	Isoleucine, leucine, valine biosynthesis		3IAU
COG1172	G	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	AraH			
COG1173	EP	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	DppC			
COG1174	E	ABC-type proline/glycine betaine transport system, permease component	OpuBB			
COG1175	G	ABC-type sugar transport system, permease component	UgpA			3FH6
COG1176	E	ABC-type spermidine/putrescine transport system, permease component I	PotB			
COG1177	E	ABC-type spermidine/putrescine transport system, permease component II	PotC			
COG1178	P	ABC-type Fe3+ transport system, permease component	FbpB			
COG1179	J	tRNA A37 threonylcarbamoyladenosine dehydratase	TcdA	tRNA modification	27913733	4D7A
COG1180	O	Pyruvate-formate lyase-activating enzyme	PflA			3CAN
COG1181	MR	D-alanine-D-alanine ligase or related ATP-grasp enzyme	DdlA	Mureine biosynthesis		1E4E
COG1182	C	FMN-dependent NADH-azoreductase	AzoR			1TIK
COG1183	I	Phosphatidylserine synthase	PssA			
COG1184	J	Translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family	GCD2	Translation factors		5B04
COG1185	J	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	Pnp			1E3P
COG1186	J	Protein chain release factor PrfB	PrfB	Translation factors		1GQE
COG1187	J	Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605	RsuA	16S rRNA modification		1KSK
COG1188	J	Ribosomal 50S subunit-recycling heat shock protein, contains S4 domain	HslR			3BBU
COG1189	J	Predicted rRNA methylase YqxC, contains S4 and FtsJ domains	YqxC			3OPN
COG1190	J	Lysyl-tRNA synthetase (class II)	LysU	Aminoacyl-tRNA synthetases		1BBU
COG1191	K	DNA-directed RNA polymerase specialized sigma subunit	FliA	RNA polymerase		1RP3
COG1192	DN	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	ParA			6NOO
COG1193	L	dsDNA-specific endonuclease/ATPase MutS2	MutS2			
COG1194	L	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	MutY			1KG2
COG1195	L	Recombinational DNA repair ATPase RecF	RecF			5Z67
COG1196	D	Chromosome segregation ATPase Smc	Smc			5XG3
COG1197	LK	Transcription-repair coupling factor (superfamily II helicase)	Mfd			2EYQ
COG1198	L	Primosomal protein N' (replication factor Y) - superfamily II helicase	PriA			6DCR
COG1199	L	Rad3-related DNA helicase DinG	DinG			5H8W
COG1200	L	RecG-like helicase	RecG			1GM5
COG1201	L	Lhr-like helicase	Lhr			5V9X
COG1202	L	Superfamily II helicase, archaea-specific				
COG1203	V	CRISPR-Cas type I system-associated endonuclease/helicase Cas3	Cas3	CRISPR-Cas system		
COG1204	L	Replicative superfamily II helicase	BRR2			2VA8
COG1205	L	ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain	YprA			
COG1206	J	Folate-dependent tRNA-U54 methylase TrmFO/GidA	TrmFO	tRNA modification	16027442	
COG1207	M	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	GlmU			3FWW
COG1208	JM	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s	GCD1			6JQ8
COG1209	M	dTDP-glucose pyrophosphorylase	RmlA1			1FXO
COG1210	M	UTP-glucose-1-phosphate uridylyltransferase	GalU			2E3D
COG1211	I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	IspD	Isoprenoid biosynthesis		1H3M
COG1212	M	CMP-2-keto-3-deoxyoctulosonic acid synthetase	KdsB	Lipid A biosynthesis		1VH1
COG1213	I	Choline kinase				4MND
COG1214	J	tRNA A37 threonylcarbamoyladenosine modification protein TsaB	TsaB	tRNA modification		1OKJ
COG1215	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA			4HG6
COG1216	G	Glycosyltransferase, GT2 family	WcaE			2Z86
COG1217	T	Predicted membrane GTPase TypA/BipA involved in stress response	TypA			5A9V
COG1218	P	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	CysQ			
COG1219	O	ATP-dependent protease Clp, ATPase subunit ClpX	ClpX			3HTE
COG1220	O	ATP-dependent protease HslVU (ClpYQ), ATPase subunit HslU	HslU			1DO0
COG1221	KT	Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain	PspF			
COG1222	O	ATP-dependent 26S proteasome regulatory subunit	RPT1			5EQT
COG1223	R	Predicted ATPase, AAA+ superfamily				
COG1224	K	DNA helicase TIP49, TBP-interacting protein	TIP49			2C9O
COG1225	O	Peroxiredoxin	Bcp			5IPH
COG1226	P	Voltage-gated potassium channel Kch	Kch			3FWZ
COG1227	C	Inorganic pyrophosphatase/exopolyphosphatase	PPX1			1I74
COG1228	Q	Imidazolonepropionase or related amidohydrolase	HutI			3OOQ
COG1229	C	Formylmethanofuran dehydrogenase subunit A	FwdA			5T5I
COG1230	P	Co/Zn/Cd efflux system component	CzcD			
COG1231	E	Monoamine oxidase	YobN			1B37
COG1232	H	Protoporphyrinogen oxidase HemY/PPOX	HemY	Heme biosynthesis		3LOV
COG1233	Q	Phytoene dehydrogenase-related protein				4REP
COG1234	J	Ribonuclease BN, tRNA processing enzyme	ElaC			1WW1
COG1235	P	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	PhnP			6B9V
COG1236	J	RNA processing exonuclease, beta-lactamase fold, Cft2 family	YSH1			2DKF
COG1237	R	Metal-dependent hydrolase, beta-lactamase superfamily II				2P4Z
COG1238	S	Uncharacterized membrane protein YqaA, VTT domain	YgaA			
COG1239	H	Mg-chelatase subunit ChlI	ChlI			1G8P
COG1240	H	vWFA (von Willebrand factor type A) domain of Mg and Co chelatases	ChlD			
COG1241	L	DNA replicative helicase MCM subunit Mcm2, Cdc46/Mcm family	Mcm2			3F8T
COG1242	R	Radical SAM superfamily enzyme	YhcC			
COG1243	J	tRNA U34 5-carboxymethylaminomethylation enzyme Elp3 (RNA elongator complex protein 3), contains radical SAM and acetyltransferase domains	ELP3		25151136;27455459	6IA8
COG1244	J	Archaeosine formation enzyme, radical SAM superfamily	RaSEA		31740832	6P78
COG1245	J	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains	Rli1			3J16
COG1246	E	N-acetylglutamate synthase or related acetyltransferase, GNAT family	ArgA	Arginine biosynthesis		2R98
COG1247	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
COG1249	C	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	Lpd	Glycine cleavagePyruvate oxidation		6QKG
COG1250	I	3-hydroxyacyl-CoA dehydrogenase	FadB	Fatty acid biosynthesis		5ZQZ
COG1251	C	NAD(P)H-nitrite reductase, large subunit	NirB			
COG1252	C	NADH dehydrogenase, FAD-containing subunit	Ndh			5NA4
COG1253	R	Hemolysin-related protein, contains CBS domains, UPF0053 family	TlyC			2NQW
COG1254	C	Acylphosphatase	AcyP			1APS
COG1255	R	Predicted small methyltransferase MTH1000, UPF0146 family	MTH1000			2K4M
COG1256	N	Flagellar hook-associated protein FlgK	FlgK			2D4Y
COG1257	I	Hydroxymethylglutaryl-CoA reductase	HMG1	Isoprenoid biosynthesis		1DQ8
COG1258	J	tRNA U54 and U55 pseudouridine synthase Pus10	Pus10	tRNA modification		
COG1259	R	Bifunctional DNase/RNase			20018603	1SJ5
COG1260	I	Myo-inositol-1-phosphate synthase	INO1			1GR0
COG1261	N	Flagellar basal body P-ring formation protein FlgA	FlgA			3VJP
COG1262	O	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	YfmG			2AFT
COG1263	G	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	PtsG1			
COG1264	G	Phosphotransferase system IIB components	PtsG2			1IBA
COG1266	O	Membrane protease YdiL, CAAX protease family	YdiL			
COG1267	I	Phosphatidylglycerophosphatase A	PgpA	Phospholipid biosynthesis		1RFZ
COG1268	H	Biotin transporter BioY	BioY			4DVE
COG1269	C	Archaeal/vacuolar-type H+-ATPase subunit I/STV1	NtpI	A/V-type ATP synthase		2JTW
COG1270	H	Cobalamin biosynthesis protein CobD/CbiB	CbiB	Cobalamine/B12 biosynthesis		
COG1271	C	Cytochrome bd-type quinol oxidase, subunit 1	AppC			5DOQ
COG1272	U	Predicted membrane channel-forming protein YqfA, hemolysin III family	YqfA			3WXV
COG1273	L	Non-homologous end joining protein Ku, dsDNA break repair	YkoV			
COG1274	C	Phosphoenolpyruvate carboxykinase, GTP-dependent	PepCK	Gluconeogenesis		4R43
COG1275	V	Tellurite resistance protein TehA and related permeases	TehA			3M71
COG1276	P	Putative copper export protein	PcoD			
COG1277	O	ABC-type transport system involved in multi-copper enzyme maturation, permease component	NosY			
COG1278	K	Cold shock protein, CspA family	CspC			1C9O
COG1279	E	Arginine exporter protein ArgO	ArgO			
COG1280	E	Threonine/homoserine/homoserine lactone efflux protein	RhtB			
COG1281	O	Redox-regulated molecular chaperone, HSP33 family	HslO			1HW7
COG1282	C	NAD/NADP transhydrogenase beta subunit	PntB			1D4O
COG1283	P	Na+/phosphate symporter	NptA			
COG1284	S	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	YitT			3HLU
COG1285	P	Magnesium uptake protein YhiD/SapB, involved in acid resistance	SapB		19798051	
COG1286	FM	Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation	CvpA		27795353	
COG1287	O	Asparagine N-glycosylation enzyme, membrane subunit Stt3	Stt3			2LGZ
COG1288	R	Predicted membrane transporter YfcC, affects glyoxylate shunt	YfcC		24513124	
COG1289	S	Uncharacterized membrane protein YccC	YccC			
COG1290	C	Cytochrome b subunit of the bc complex	QcrB/PetB			1VF5
COG1291	N	Flagellar motor component MotA	MotA			
COG1292	M	Choline-glycine betaine transporter	BetT			2WIT
COG1293	JO	Ribosome quality control (RQC) protein RqcH, Rqc2/NEMF/Tae2 family, contains fibronectin-(FbpA) and RNA- (NFACT) binding domains	RqcH		31155236;24646681	5H3W
COG1294	C	Cytochrome bd-type quinol oxidase, subunit 2	AppB			6RKO
COG1295	S	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	BrkB			
COG1296	E	Predicted branched-chain amino acid permease (azaleucine resistance)	AzlC			
COG1297	R	Predicted oligopeptide transporter, OPT family	OPT			
COG1298	N	Flagellar biosynthesis protein FlhA	FlhA			6AI0
COG1299	G	Phosphotransferase system, fructose-specific IIC component	FrwC			
COG1300	D	Stage II sporulation protein SpoIIM, component of the engulfment complex	SpoIIM			
COG1301	C	Na+/H+-dicarboxylate symporter	GltP			1XFH
COG1302	S	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	YloU			
COG1303	J	tRNA C56-2-O'-methylase, SpoU family	TRM56			2O3A
COG1304	CIR	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	LldD	Isoprenoid biosynthesis		6AI7
COG1305	O	Transglutaminase-like enzyme, putative cysteine protease	YebA			3ISR
COG1306	R	Predicted glycosyl hydrolase, alpha amylase family				4S1A
COG1307	I	Fatty acid-binding protein DegV (function unknown)	DegV			1MGP
COG1308	K	Transcription factor homologous to NACalpha-BTF3	EGD2			1TR8
COG1309	K	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	AcrR			2QOP
COG1310	O	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	Rri1			2O95
COG1311	L	Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B	HYS2			3E0J
COG1312	G	D-mannonate dehydratase	UxuA			1TZ9
COG1313	R	Radical SAM superfamily enzyme PflX	PflX			
COG1314	U	Protein translocase subunit SecG	SecG			2AKH
COG1315	N	Flagellar assembly protein FapA, interacts with EIIAGlc	FapA		27218601	
COG1316	M	Anionic cell wall polymer biosynthesis enzyme TagV/TagU,  LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase)	Cps2a		29107701	2XXP
COG1317	NU	Flagellar biosynthesis/type III secretory pathway protein FliH	FliH			5B0O
COG1318	K	Predicted transcriptional regulator				
COG1319	C	Aldehyde, CO, or xanthine dehydrogenase, FAD-binding subunit	CutB	Non-phosphorylated Entner-Doudoroff pathway		5Y6Q
COG1320	P	Multisubunit Na+/H+ antiporter, MnhG subunit	MnhG			6CFW
COG1321	K	Mn-dependent transcriptional regulator MntR, DtxR family	MntR			1B1B
COG1322	L	DNA anti-recombination protein (rearrangement mutator) RmuC	RmuC			
COG1323	J	tRNA-Met C34-N4-acetylcytidine synthase TmcAL	TmcAL	tRNA modification	30150682	5Y0T
COG1324	P	Divalent cation tolerance protein CutA	CutA1			1NAQ
COG1325	U	Exosome subunit, RNA binding protein with dsRBD fold				2NRQ
COG1326	R	Uncharacterized archaeal Zn-finger protein				
COG1327	K	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains	NrdR			
COG1328	F	Anaerobic ribonucleoside-triphosphate reductase	NrdD	Thymidylate biosynthesis		4COI
COG1329	K	RNA polymerase-interacting regulator, CarD/CdnL/TRCF family	CdnL			4ILU
COG1330	L	Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V)	RecC		30601118	1W36
COG1331	R	Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains	YyaL			3IRA
COG1332	V	CRISPR-Cas system type III CSM-effector complex subunit Csm5, RAMP superfamily Cas7 group	Csm5	CRISPR-Cas system		
COG1333	CO	Cytochrome c biogenesis protein ResB	ResB			
COG1334	R	Uncharacterized conserved protein, FlaG/YvyC family	FlaG			2HC5
COG1335	HR	Nicotinamidase-related amidase	PncA	Pyrimidine degradation		1ILW
COG1336	V	CRISPR-Cas system type III CMR-effector complex subunit Cmr4, RAMP superfamily Cas7 group	Cmr4	CRISPR-Cas system		4WNZ
COG1337	V	CRISPR-Cas system type III CSM-effector complex subunit Csm3, RAMP superfamily Cas7 group	Csm3	CRISPR-Cas system		6IFN
COG1338	N	Flagellar biosynthesis protein FliP	FliP			5H72
COG1339	H	Archaeal CTP-dependent riboflavin kinase	Rfk	Riboflavin/FAD biosynthesis		2OYN
COG1340	S	Uncharacterized coiled-coil protein, contains DUF342 domain				
COG1341	J	Polynucleotide 5'-kinase, involved in rRNA processing	Grc3			
COG1342	R	Predicted DNA-binding protein, UPF0251 family				
COG1343	V	CRISPR/Cas system-associated endoribonuclease Cas2	Cas2	CRISPR-Cas system		2I0X
COG1344	N	Flagellin and related hook-associated protein FlgL	FlgL			1IO1
COG1345	N	Flagellar capping protein FliD	FliD			5FHY
COG1346	M	Putative effector of murein hydrolase	LrgB			
COG1347	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD	NqrD	Na+-translocating NADH dehydrogenase		4P6V
COG1348	HP	Nitrogenase ATPase subunit NifH/coenzyme F430 biosynthesis subunit CfbC	NifH/CfbC		28225763	1CP2
COG1349	KG	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	GlpR			
COG1350	E	Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)		Aromatic amino acid biosynthesis		6HUL
